Luke,OH,9870.58
Cater,NY,4994.36
Starr,PA,7431.16
Nunez,NY,9179.66
Slifer,PA,4367.95
Cromer,ME,18967.44
Lujan,AL,5861.34
Waters,OH,14973.07
Watson,IL,13738.75
Devore,MD,0
Jones,MI,5652.04
Garcia,CA,4911.26
Miller,OK,12186.87
Buda,NY,12814.5
Bryant,MO,0
Emanuel,PA,9780.24
Miller,MN,4063.53
Verner,MA,0
Levesque,CT,0
Petersen,PA,0
Ray,NJ,6942.2
Beasley,GA,11613.56
Hill,PA,8210.85
Stafford,FL,0
Dahl,LA,3011.07
Perez,KY,3740.74
Newton,IL,6545
Bish,CA,8137.82
Dean,DE,3138.83
Cupp,OR,4710.7
Cheatham,CO,2078.46
Symons,OR,0
Stamps,CA,2343.03
Langan,NJ,9112.96
Vick,FL,0
Griner,CA,2570.67
Mitchell,GA,5361.03
Kephart,WI,0
Brouillard,PA,4831.55
Anthony,TN,7109.94
Hank,IL,15698.03
Honda,CO,0
Drake,IL,3034.98
Mason,WA,14189.58
Nevers,VA,7445.21
Croft,TX,4383.05
Carlos,PA,0
Soto,AR,6343.19
Nakamura,CA,6382.92
Wenz,GA,13130.65
Stevens,SC,0
Lemon,WV,8960.55
Valenza,TX,4998.06
Neal,FL,11269.43
Payne,PA,7008.8
Iverson,CA,3633.99
Schuetz,DE,9501.27
Vera,FL,12442.13
Morgan,CA,0
Thompson,TX,0
Pedersen,NC,10714.16
Hernandez,FL,0
Spear,TX,2452.65
Bruno,AL,0
Kinard,GA,0
Roberts,IN,4075.94
Cheatham,CA,0
West,FL,19331.77
Irvin,NE,2690.65
Mabry,NY,7711.11
Williams,FL,9161.81
Howard,OH,7244.26
Currin,VA,5849.98
Ashworth,NY,18224.9
Benner,TX,0
Crafton,AZ,1502.36
Dendy,NY,5036.33
Ortiz,PA,3113.4
Shoemaker,NY,0
Frasier,NJ,2836.29
Bogle,VA,9869.59
Huntsberry,KY,2592.4
Haley,CA,7660.5
Miller,MD,0
Whitten,MA,0
Tate,GA,7315.61
Orth,AK,0
Enriquez,WA,11278.12
Mcintyre,NY,1393.73
Alcaraz,IL,7366.88
Martinek,CA,0
Bator,CA,2802.99
Nelsen,CA,1506.1
Berry,MO,0
Seng,NC,4153.54
Wenz,IN,8765.46
Rodriguez,VA,2349.14
Sigala,KS,0
Oneal,CA,6825.38
Mahon,CA,0
Jones,SD,9500.21
Lavigne,MN,0
Salgado,MN,3903.74
Martin,AR,2553.05
Long,MI,0
Florence,TX,4988.1
Tovar,WA,9192.63
Chandler,TX,8743.31
Steck,NY,11760.84
Cooper,TX,1794.89
Wallace,GA,5062.42
Hughes,TX,0
Falgout,NJ,2797.29
Ayala,CO,7127.95
Jeffers,NY,0
Hollis,PA,2221.05
Hall,TX,10238.11
Barrett,NY,11904.73
Hackett,FL,11139.9
Hamilton,TX,6306.48
Button,TX,6955.65
Merchant,FL,1274.8
Reyes,MN,6315.25
Owens,FL,15721.49
Walden,NY,4982.09
Short,WA,7545.37
Smith,MO,7900.45
Worley,IL,10768.69
Petty,CA,4703.43
Rogers,TN,8640.86
Hawkins,LA,2101.85
Gainer,CA,7131.83
Easley,NY,8956.23
Kenna,CA,1852.35
Morrissey,TX,11090.66
Ellis,IA,4498.29
Ewing,MN,11236.63
Stacey,CA,8796.24
Seely,WA,8460.57
Story,IL,8431.72
Kessel,WV,6186.6
Hamilton,AL,10859.37
Milligan,NE,15615.52
Lee,CA,6055.46
Willis,CT,0
Powell,MA,4691.16
Sullivan,MI,12653.04
Parker,IA,11470.35
Abrahamson,KY,11371.26
Ingersoll,ND,7765.45
Willilams,TN,1908.23
Farrell,TX,0
Burd,MS,4696.42
Downing,NJ,7300.46
Levey,WY,11172.19
Felder,KY,7643.78
Richardson,CA,6154.7
Rios,CA,0
Cunningham,NY,0
Cover,CT,1785.26
Urbanski,MD,4518.27
Mendoza,OR,7429.4
Burns,MO,6394.28
Hyden,MS,7123.64
Becker,MT,3223.31
Stevens,CA,1553.08
Girard,NJ,2994.32
Howard,MI,3236.98
Scott,NJ,7566.33
Fuller,NJ,10449.38
Sylvester,IN,5202.79
Leonard,IL,5309.83
Morgan,IA,2845.69
Burrell,FL,12894.97
Reamer,OR,13021.11
Tibbs,WA,1576.02
Young,ID,6951.49
Mcclendon,CA,7311
Gomez,TX,0
Holland,TN,0
Kauffman,SD,2265.97
Zylstra,TN,8162.36
Paddock,MN,0
Shook,CO,11911.79
Moore,NY,3588.52
Mcknight,CA,3689.33
Tyner,DC,4439.04
Owens,HI,0
Howard,NY,15476.79
Glynn,CA,0
Kawamura,CA,8826.06
Smith,NV,0
Hudson,ID,7934.01
Howe,TX,12940.77
White,OH,0
Nielsen,WI,13248.65
Collins,TX,8709.69
Chan,UT,11347.93
Mclawhorn,OH,6775.06
Wurst,IL,9141.79
Sarris,WA,4840.87
Phelps,IL,7033.29
Morgan,AL,3401.97
Lamb,IA,14693.61
Peterson,GA,8449.15
Hanning,CA,1644.82
Messenger,IL,7832.3
Sullivan,FL,11355.9
Singletary,KY,7950.29
Stone,FL,12692.26
Carter,MI,3905.06
Jones,CA,4006.9
Yount,MI,1947.56
Moore,CT,2445.81
Baldwin,OH,8714.1
Paul,MO,0
Bourassa,CA,7738.93
Davis,TX,11002.34
Root,AZ,0
Judge,IL,15708.2
Townsend,CA,0
Nelson,UT,10999.38
Ernst,CA,0
Mason,MI,4985.74
Braunstein,MI,0
Kramer,NY,5190.05
Relyea,SD,7960.36
Stanhope,MN,2203.04
Riley,VA,1629.6
Gallant,MO,6189.86
Resendez,NY,0
Brown,CA,17178.11
Kelly,IN,8677.21
Webster,NM,5578.84
Chaffee,ME,0
Buss,SC,13292.88
Bryant,MS,0
Harper,IL,17851.83
Crook,MN,11244.62
Gillum,WI,7244.87
Ruiz,VA,0
Lippert,RI,6861.4
Wright,WA,0
Shaver,NY,5622.1
White,OH,0
Becton,CA,4708.45
Kelsey,NJ,0
Mcgrew,NC,1298.1
Garcia,NJ,2093.07
Cox,IL,0
Adams,PA,0
Littlejohn,TX,17630.21
Craig,NM,14641.35
Hubbard,NJ,0
Tolentino,MI,15291.87
Randle,NC,3420.45
Washington,NY,17347.06
Surface,SC,20911.31
Farr,IN,21292.28
Washington,TX,5318.04
Wells,NJ,4868.97
Holmes,MI,6071.23
Foster,OK,9265.27
Nelson,TX,13683.13
Gower,TX,0
Wyman,CA,3147.24
Boney,VA,5594.68
Garcia,OH,4458.68
Mora,IN,0
Crow,KY,9614.42
Mcmaster,VA,9523.43
King,SC,4590.23
Hewitt,CT,12062.48
Wells,DC,7416.51
Trujillo,CA,10865.79
Brackett,TX,4658.69
Marchan,MI,1332.12
Houde,OK,18841.43
Anderson,TX,8799.46
Reynolds,CO,11435.44
Murphy,WI,12497.78
Honaker,OR,6505.02
Hall,IL,5501.96
Cunningham,IL,7258.37
Anderson,WI,4598.3
Newton,FL,7496.81
Poole,CA,0
Fleischman,MI,5749.36
Marshall,FL,5436.79
Blain,CA,6286.81
Du,GA,3072.18
Reynoso,TX,7280.03
Borrero,MD,0
Womble,MO,0
Hord,NJ,5436.85
Harris,PA,13700.6
Dunbar,MA,2937.88
Perez,PA,3966.28
Little,MO,12131.54
Briley,IL,8910.23
Alvarez,WA,0
Woods,MN,1938.91
Walter,IL,0
Bond,TX,11454.05
Mcwhorter,WY,18057.66
Hernandez,CO,3366.51
Fortune,MO,12935.95
Simmons,IN,2907.82
Brant,TN,11216.31
Holton,IL,0
Rawls,NH,8460.45
Moore,AL,13757.46
Walker,PA,0
Bibbs,IN,8748.75
Kobayashi,CA,10746.75
Johnson,ME,8290.29
Miller,CA,2952.94
Hatch,TX,11691.83
Tobin,OR,0
Kent,PA,0
Felton,WA,0
Lennon,MI,15336.1
Wilson,FL,0
Douglass,IN,1360.38
Spaulding,OH,0
Lewis,KS,4584.56
Swain,FL,5549.21
Finke,IL,0
Felts,MO,5525.29
Carswell,OH,0
Eason,GA,0
Nunez,KY,4635.65
Lewis,FL,5790.08
Benton,MO,0
Mccarter,IN,6281.05
Curci,MN,2120.02
Rocha,NC,7585.15
Jurgens,UT,0
Evans,NY,4729.18
Wygant,NY,4793.08
Miramontes,CA,0
Castle,IL,2392.28
Kelley,IL,14645.26
Wamsley,MD,7604.77
Buckner,MA,6860.16
Mclean,MI,0
Castillo,AZ,7390.08
Lax,GA,10329.32
Henry,FL,5227.86
Cruz,AR,25020.83
Benavides,IL,2081.02
Sarris,SC,6453.29
Bass,NY,13184.31
Blocker,OR,12958.37
Utter,MS,2457.64
Wilder,FL,0
Monson,AR,8028.36
Hopes,NY,3079.95
Tyree,SD,0
Collins,IN,4872.81
Vibbert,KY,10425.85
Thomas,ID,6840.34
Weisberg,CA,6911.81
Kraemer,UT,0
Wells,MO,3649.85
Haviland,OH,8464.44
Owens,CA,0
Velazquez,IL,7821.11
Cottrill,UT,0
Banks,CA,8826.62
Guy,TX,0
Swink,PA,0
Stevens,ME,9424.6
Rivera,TX,6678.51
Miller,MD,5553.44
Bailey,MN,3085.83
Garner,OH,0
Mccroskey,FL,6824.31
Foster,CA,0
Summer,TN,0
Edney,OH,17674.98
Gustafson,PA,5748
Fleury,NC,3976.48
Ledoux,IL,6745.86
Rivera,IL,7479.89
Miller,MD,5502.67
Pierce,FL,9430.42
Phillips,CO,0
Upchurch,MT,9461.63
Mitchell,FL,0
Whaley,OR,7156.98
Leake,CA,16342.32
Martinez,MO,4490.1
Brown,CA,11999.18
Maciejewski,GA,0
Martin,CA,7706.2
Bono,NY,8443.35
Lopez,IA,1720.79
Kimble,IL,3989.87
Wyrick,VA,0
Rascoe,UT,0
Garner,NE,9937.91
Holmes,NV,14535.92
Patrick,MN,9677.23
Drago,KY,7878.67
Murphy,MI,0
Ramage,MA,0
Rivera,FL,0
Friend,FL,5397.1
Catalan,NY,9568.09
Palmer,MA,0
Pauls,PA,8822.27
Godina,FL,6944.78
Hale,TN,0
Cantara,FL,0
Brown,MO,17323.15
Rainwater,MD,4987.24
Shelton,MA,12616.62
Ng,ID,0
Brown,OH,5110.82
Morrell,NC,1175.58
Cusick,TX,0
Wright,HI,8489.42
Dunn,KS,0
Jackson,MI,13114.5
Fouse,VA,13989.81
Padilla,CA,9445.1
Richards,IL,1136.91
Broadnax,WI,5321.14
Kraus,IA,6223.32
Robinson,GA,15534.99
Phipps,LA,20364.53
Balogh,TX,0
Mclaughlin,IN,0
Peterson,LA,5016.45
Stubbs,IL,7257.59
Thompson,IN,6944.98
Loman,FL,0
Morgan,GA,4816.92
Peart,MI,2875.58
Perry,PA,11887.05
Cain,LA,14090
Moyer,CA,6541.54
Turner,IN,4928.04
Jensen,OH,3881
Sterling,CT,6850.06
William,IL,3067.69
Lecroy,MN,9495.8
Ingram,TN,1166.29
Parnell,OH,6428.2
Sullivan,IL,27734.66
Buchanan,MA,5733.24
Eure,MI,1476.25
White,TX,5390.03
Wilkinson,MS,9456.12
Robbins,TN,13809.69
Ronan,CA,0
Mora,MO,0
Taylor,AL,6697.85
Hunter,FL,3175.03
Vega,IN,9263.31
Younts,KY,11165.72
Tolbert,MA,24491.38
Kim,CA,1988.1
Austin,MD,9064.32
Velasquez,FL,3768.12
Dortch,AZ,0
Mills,LA,1126.87
Nalley,MI,10359.54
Stevenson,WA,0
Brown,IA,4146.21
Ellis,CO,0
Henke,LA,20410.93
Lewis,MA,2024.01
Solomon,OH,8119.93
Gillette,CT,8876.34
Skeen,TX,12179.24
Obrien,CA,12119.61
Beckham,NY,2646.65
Richardson,MA,0
Grams,MI,6694.18
Bowman,CA,0
Barber,MI,9908.68
Galloway,AR,0
Lozier,TX,5341.64
Lopez,FL,20915.97
Kilpatrick,IN,6513.31
Zoller,NV,19247.75
Rivera,MI,0
Manning,MD,0
Goldsmith,MN,0
Collins,NC,9615.59
Carolan,NY,15340.1
Hanley,OR,7376.02
Stines,IN,1216.76
Miller,IL,11764.05
Leonard,SC,2519.17
Stern,TX,13330.69
Cook,CT,3490.21
Blue,OR,6580.45
Foster,NY,4781.56
White,HI,5755.06
Watkins,NC,1352.45
Servin,PA,6480.77
Roberts,PA,1485.22
Carver,IN,2352.42
Bartlett,NV,0
Taff,CA,14262.27
Davis,CA,10839.33
Baldwin,MN,6173.19
Prater,MD,9044.89
Lile,VT,12803.9
Hernandez,NJ,5925.34
Parker,WI,16848.16
Griffin,VT,16485.24
Castro,IL,1681.27
Neely,PA,7830
Richards,TX,4134.61
Oppenheimer,MN,7164.16
Herdon,MD,13577.33
Smith,TN,4997.74
Jenkins,NY,13313.88
Todd,TX,13380.86
Herlihy,KY,6378.33
Kimble,OH,21687.55
Lanier,TN,0
Stapp,UT,6140.13
Bowles,MT,4398.45
Bing,TX,8510.98
Jimison,TN,0
Mclemore,TN,5931.62
Vetter,CT,7461.12
Davies,RI,4494.13
Leftwich,OH,0
Hurwitz,OK,5623.31
Lee,CA,14315.64
Camacho,NE,18798.72
Robinson,NY,0
Wigley,IN,3072.6
Goldsmith,CA,3106.96
Tucker,MI,8153
Hernandez,KS,2310.83
Davis,NJ,11044.24
Hubbs,FL,6591.01
Taylor,AK,0
Kelly,MO,7694.47
Jackson,TX,7427.02
Shearer,ND,4344.23
Combs,LA,1527.72
Hewitt,WA,3834.6
Linn,CA,1967.64
Eller,WI,20367.16
Herb,MA,3614.85
Ray,NY,0
Gibson,CA,3122.25
Shubert,MA,13256.12
Warner,MA,1779.66
Schmidt,TX,5368.27
Brooks,NY,0
Maddux,GA,0
Wyatt,NJ,2447.82
Young,AZ,3469.16
Terry,MI,6837.59
Nettles,NJ,7754.18
Chalker,OH,11512.93
Smith,AK,4371.99
Schram,FL,5092.57
Mcghee,WA,6248.64
Kelly,IL,4824.24
Burton,LA,4378.11
Staff,OR,9325.5
Brigham,MD,0
Pressley,CT,3698.8
Bonomo,WA,10377.16
Hoffman,MN,1816.52
Grider,PA,7429.42
Roberts,NY,18812.81
Harris,IL,1204.74
Cleary,SD,7324.94
Sharpton,OH,9021.07
Tran,MO,1002.81
King,VA,3372.75
Wagner,LA,5286.02
Houchin,TX,4657.8
Owens,MN,4155.33
Ledoux,NJ,12971.43
Davis,CA,7039.07
Stephens,MD,7497.44
Garrett,CA,8463.28
Allen,NE,2415.31
Chesnut,RI,6282.18
Burnett,CA,13446.12
Thompson,WA,2385
Salvador,OH,8225.74
Singleton,NC,12956.88
Delacruz,TX,5526
Waddell,OK,11320.15
Gilman,FL,8346.55
Anderson,CA,14890.13
Kirkland,NC,8201.36
Pratt,CA,12786.66
Martin,FL,8386.1
Mabrey,GA,4059.19
Marsh,MO,8581.43
Garcia,MI,1201.98
Brook,KY,3291.5
Welch,AL,9897.39
Dalton,AL,0
Valvo,NJ,9224.82
Simmons,VA,5771.5
Johnson,IN,13997.57
Ortiz,UT,3830.57
Molina,VA,7013.04
Hazelwood,NY,0
Rivera,VA,2291.29
Cooper,NC,8600.68
Lusk,CA,8089.8
Hill,MA,6457.8
Mckean,KS,15263.31
George,TN,6767.77
Sutherland,KS,9538.99
Price,WY,6152.82
Danielson,ME,0
Harrison,IL,11565.31
Taylor,AZ,5354.8
Trent,CO,5908.5
Scarborough,PA,2785.87
Arocha,TN,2930.96
Bowlby,GA,2880.69
Fox,OR,18068.77
Mills,NE,9683.69
Chavez,WI,6597.85
Dotson,IL,5229.44
Owens,MO,11025.34
Carroll,SC,7290.38
Murillo,NY,4823.57
Merritt,UT,0
Martin,LA,0
Dolan,FL,0
Gibson,TX,16328.33
Sanchez,LA,7974.53
Self,TX,0
Block,MI,0
Jones,VA,1982.9
Saldana,MA,1454.57
Taylor,CT,0
Rivera,NY,4536.03
Adcock,CA,0
Tran,CA,13412.4
Phillips,CA,6501.91
Lira,IN,13524.76
Vance,OH,2672.52
Galvan,CA,0
Matthews,NC,7107.18
Perkins,NJ,14337.84
Robins,MI,2170.54
Livesay,GA,11027.26
Mickelson,MA,3865.06
Gehl,HI,0
Diaz,TX,11738.83
Whitten,TN,11446.09
Daye,NE,0
Llanas,FL,0
Noble,NY,6142.95
Anderson,NY,3342.04
John,GA,1518.14
Baker,NJ,3374.5
Bomberger,CA,16417.59
Hansen,PA,3640.05
Powell,MD,4243.43
Cole,SC,0
Brown,MI,4430.72
Paulsen,GA,0
Robinson,WI,0
Lucas,OH,7683.96
Smith,VA,2690.08
Weaver,MD,2880.47
Earle,CA,9155.62
Franklin,IN,5849.46
Franklin,TN,13873.66
Ross,NC,11170.29
Howard,TX,4342
Solis,NJ,9545.8
Boaz,NC,0
Ballweg,WY,4558.23
Jones,AZ,0
Blanton,NC,6900.23
Edwards,ME,5942.46
Willis,IL,3294.83
Smith,FL,0
Stennis,MI,1510.94
Ison,PA,3923.73
Hales,VA,8665.46
Pham,OH,13532.16
Harding,NJ,3382.64
Rice,TX,0
Drakes,NY,5316.75
Snider,MI,8450.43
Ryder,NY,0
Escobar,MD,10993.97
Fogg,TN,10957.55
Russell,MD,10503.66
Nealey,MA,6944.05
Dingess,IN,21430.36
Winters,ID,2135.6
Leonard,MO,3047.1
Woodley,AL,6414.4
Chang,DE,0
Dolan,MI,9039.81
Shelor,WA,4358.25
Snell,NY,4450.73
Collins,FL,4515.47
Stein,IL,0
Cook,MI,0
Roberts,ID,1679.95
Isaacson,MN,4042.58
Chapa,WA,0
Shaw,AR,3572.42
Taylor,WI,7540.4
Jackson,WI,4341.41
Wilbanks,OK,0
Garraway,IN,0
Smith,GA,7626.14
Mort,WA,11492.03
Petry,OK,5319.37
Toussaint,NC,0
Michael,KS,18962.01
Wheeler,CA,0
Mccormick,ID,6171.95
Lopez,MA,1376.01
Mattingly,NY,12157.75
Nguyen,TX,5287.55
Farnham,IL,0
Spence,WI,6737.88
Walker,CA,13080.69
Moorman,NY,3556.27
Galloway,NY,20767.44
Watt,MO,5589.27
Price,ID,1040
Moore,LA,4928.1
Rodgers,TX,11255.3
Smallwood,IL,3803.01
Riggs,WI,4593.61
Kent,TX,4255.38
Her,AL,3538.08
Witt,FL,2131.52
Yoder,CA,14054.57
Morgan,PA,0
Chatfield,CA,4661.56
Wilkes,WI,3873.03
Garcia,VA,15009.53
Goss,FL,2981.02
Lynn,MI,6941.2
Boudreau,FL,14832.45
Reece,MI,0
Mcgehee,CA,11043.84
Jimenez,MI,17958.91
Lucas,SD,0
Payne,CA,16779.78
Cornwell,NY,16816.8
Mitchell,WI,0
Delaney,FL,0
Keller,NY,11911.57
Hurt,OR,5170.79
Pahl,OK,9491.07
Adams,WI,8496.03
Terrill,TN,1035.72
Mcmanus,NJ,0
Babcock,OR,0
Mclaughlin,CA,9960.95
Pulliam,CA,8445.31
Martin,NY,5728.95
Byers,MD,0
Hwang,NY,0
Bergstrom,IL,0
Alleman,AK,9198.14
Ellis,MN,3571.54
Bennett,NY,9067.16
Clemens,IN,2227.63
Filip,MS,2751.15
Fodor,NY,0
Phillips,IN,0
Williams,WV,5811.06
Bell,LA,5689.12
Bills,PA,11163.6
Clark,PA,2136.17
Gerard,IL,0
Freeman,CA,3715.46
Purtell,AZ,1284.95
Newberry,WV,13270.12
Smalls,TX,0
Barnard,TX,5609.15
Hock,KY,10806.42
Nelson,KS,2784.99
Brooks,NY,6553.01
Guillory,CA,7038.7
Gamboa,MI,18226.99
Perkins,WA,4939.63
Rahn,OK,0
Munoz,OH,12934.39
Atkinson,MN,0
Williams,MA,9615.3
Hayes,OK,3873.93
Adair,MD,4289.47
Whitaker,WA,19272.89
Adamson,CO,2588.56
Willis,IL,9250.96
Rodriguez,MI,0
Pyatt,CT,7275.21
Puckett,CA,7290.55
Bacon,CA,8174.41
Guillory,IL,8417.1
Coley,FL,1955.24
Allen,TX,0
King,CA,0
Ramos,TX,6276.48
Boatner,AZ,0
Russell,CA,0
Manning,NJ,6128.45
Buck,NJ,3544.25
Johnson,MA,16475.8
Miller,PA,4747.3
Cunningham,CA,2500.28
Young,OH,5104.13
Wright,CA,0
Delagarza,CA,8040.96
Clinger,CT,5624.85
Wells,IL,2465.26
Cook,MI,12196.5
Main,MI,2961.16
Mitchell,NY,4172.88
Ha,WI,7243.37
Pruitt,OR,0
Berman,IN,2588.5
Collins,TN,10111.93
Bowlin,NC,20196.28
Farley,CO,4404.52
Buckner,MS,3970.07
Guevara,IL,14533.44
Conwell,WI,1894.02
White,NJ,8854.42
Flores,TX,13649.07
Moodie,VT,0
Kemp,SC,3628.72
Gutierrez,UT,6776.32
Gerardi,CT,13975.72
Ladue,OR,10989.13
Nelson,UT,3622.86
Bryant,NH,5691.02
Vergara,SC,3061.32
Keefer,IL,10715.66
Haug,CA,0
Lavallee,NC,0
Moffit,OK,1013.32
Escobedo,IN,7232.82
Stanton,NY,6491.48
Oconnell,TX,6427.1
Campbell,NJ,3737.72
Mucha,CA,12198.85
Cave,WA,8814.76
Carmichael,ID,0
Murphy,CO,10299.06
Glancy,CA,0
Doyle,TX,9061.37
Armstrong,MN,2353.9
Castillo,TX,6812.47
Hale,LA,0
Davis,CO,0
Serrato,NY,4142.25
Cox,MA,9365.11
Ferris,FL,2649.22
Wainwright,MI,1875.9
Nelson,MI,0
Escobar,TX,0
Weaver,CO,0
Cantrell,FL,4303.2
Upton,IN,6320.37
Kim,FL,8479.07
Young,SC,0
Austin,IN,17476.89
Salas,TX,2838.5
Foley,KS,5647.74
Martin,AZ,0
Hale,AK,1355.69
Magee,CA,5534.53
Hunter,PA,4471.07
Congdon,KS,11131.98
Neihoff,KS,0
Emerson,NY,0
Benitez,IN,3371.5
Rozell,CA,10070.82
Quinones,OK,11797.13
Davidson,IL,1334.68
Harjo,CA,7370.04
Jepson,CO,2218.49
Rogers,GA,4186.59
Lott,AL,11450.43
Hyde,AZ,9054.68
Sydow,SC,5096.46
Willis,NJ,8753.54
Dunston,TX,0
Rainwater,UT,6642.37
Lee,CA,5484.46
Contreras,CA,7676.14
Leroy,OR,5508.04
Davis,FL,7915.61
Young,TX,10580.8
Egger,KS,5466.07
Hart,VA,5086.58
Boudreaux,IN,7635.74
Ullery,MD,10684.35
Garcia,VA,16705.23
Halliburton,TX,10527.33
Perry,OH,16833.59
Dempsey,FL,3477.19
Hennessy,NY,3361.98
Pierre,IL,0
Wolfe,CA,3707.51
Wicker,NY,6401.29
Burns,OR,0
Lam,MI,6692.52
Ratliff,TX,6131.44
Moore,CA,5783.36
Smith,WA,2195.08
Williams,LA,5190.57
Rosado,SC,7230.97
Ballard,MA,11098.01
Beasley,WI,5072.22
Cummings,IL,13233.06
Pagel,MI,7523.37
Cooper,NY,6549.72
Gordon,LA,13138.76
Edwards,ND,2249.9
Stearns,AL,6802.74
Richardson,MO,8205.74
Floyd,RI,7443.25
Harter,GA,13315.57
Kenny,VA,3261.14
Daniel,CA,7581.82
Woods,TX,5412.62
Villarreal,NC,7328.9
Kort,TX,12404.19
Lattimore,MS,12241.97
Aragon,PA,3097.06
Sanchez,PA,0
Roberson,NY,4197.71
Wilson,CA,0
Pettit,OR,0
Stiles,NJ,1180.91
Presley,CA,2092.95
Haines,MA,0
Smith,NJ,3960.16
Rivera,FL,23611.02
Swatzell,PA,0
Burton,WA,3884.37
Price,IL,0
Walden,LA,2594.88
Kuhn,OH,0
Seth,OH,0
Arbogast,LA,14792.64
Knowles,GA,5027.72
Sullivan,MA,0
Rush,CA,15159.99
Schulte,TX,11203.17
Jackson,NC,3921.71
Salas,TX,10124.27
Sites,MD,5854.87
Moore,NJ,1240.21
Laufer,TX,1665.89
Fulton,MS,17372.32
Smith,LA,15346.65
Grant,NY,0
Gordon,OH,5622.99
Johnson,MI,2009.86
Ellington,AL,0
William,WI,11720.5
Cassidy,MA,4045.51
Wertz,MO,0
Carr,NY,5680.97
Phillips,CA,14693.38
Harding,MI,0
Roberts,PA,2494.49
Baker,KY,0
Wheatley,OH,7488.99
